i Re Im
3330 -1.22645 2.77556e-17
3331 -1.23242 5.55112e-17
3332 -1.23839 -2.77556e-16
3333 -1.24436 -8.32667e-17
3334 -1.25033 -1.11022e-16
3335 -1.2563 3.88578e-16
3336 -1.26227 0
3337 -1.26823 1.94289e-16
3338 -1.2742 2.498e-16
3339 -1.28016 1.11022e-16
3340 -1.28612 -2.77556e-17
3341 -1.29208 8.32667e-17
3342 -1.29804 1.11022e-16
3343 -1.304 1.38778e-16
3344 -1.30995 -3.33067e-16
3345 -1.3159 -2.22045e-16
3346 -1.32186 -1.38778e-16
3347 -1.3278 -1.11022e-16
3348 -1.33375 -8.32667e-17
3349 -1.33969 2.22045e-16
3350 -1.34563 1.11022e-16
3351 -1.35157 4.16334e-16
3352 -1.35751 2.498e-16
3353 -1.36344 7.21645e-16
3354 -1.36937 6.38378e-16
3355 -1.37529 7.77156e-16
3356 -1.38122 6.10623e-16
3357 -1.38714 6.93889e-16
3358 -1.39305 3.60822e-16
3359 -1.39896 6.66134e-16
3360 -1.40487 -1.11022e-16
3361 -1.41078 2.77556e-17
3362 -1.41668 1.11022e-16
3363 -1.42257 3.33067e-16
3364 -1.42847 -1.11022e-16
3365 -1.43435 -1.66533e-16
3366 -1.44024 1.66533e-16
3367 -1.44612 4.996e-16
3368 -1.45199 2.77556e-16
3369 -1.45786 4.44089e-16
3370 -1.46373 4.996e-16
3371 -1.46959 4.44089e-16
3372 -1.47544 1.11022e-16
3373 -1.48129 4.996e-16
3374 -1.48713 3.33067e-16
3375 -1.49297 7.21645e-16
3376 -1.49881 5.55112e-17
3377 -1.50463 5.55112e-16
3378 -1.51045 4.996e-16
3379 -1.51627 2.22045e-16
3380 -1.52208 3.33067e-16
3381 -1.52788 3.88578e-16
3382 -1.53368 4.996e-16
3383 -1.53947 8.32667e-16
3384 -1.54526 9.4369e-16
3385 -1.55103 1.16573e-15
3386 -1.5568 9.4369e-16
3387 -1.56257 1.38778e-15
3388 -1.56833 9.99201e-16
3389 -1.57408 9.99201e-16
3390 -1.57982 1.05471e-15
3391 -1.58555 9.4369e-16
3392 -1.59128 8.88178e-16
3393 -1.597 8.88178e-16
3394 -1.60272 6.10623e-16
3395 -1.60842 1.11022e-15
3396 -1.61412 6.10623e-16
3397 -1.61981 6.66134e-16
3398 -1.62549 7.21645e-16
3399 -1.63116 1.22125e-15
3400 -1.63683 9.4369e-16
3401 -1.64249 1.27676e-15
3402 -1.64813 9.99201e-16
3403 -1.65377 1.22125e-15
3404 -1.6594 7.77156e-16
3405 -1.66503 1.22125e-15
3406 -1.67064 1.16573e-15
3407 -1.67624 1.27676e-15
3408 -1.68184 5.55112e-16
3409 -1.68742 4.44089e-16
3410 -1.693 6.10623e-16
3411 -1.69856 6.10623e-16
3412 -1.70412 2.22045e-16
3413 -1.70967 4.996e-16
3414 -1.7152 6.66134e-16
3415 -1.72073 1.38778e-15
3416 -1.72625 1.16573e-15
3417 -1.73175 1.05471e-15
3418 -1.73725 1.22125e-15
3419 -1.74274 1.44329e-15
3420 -1.74821 1.22125e-15
3421 -1.75368 1.11022e-15
3422 -1.75913 1.33227e-15
3423 -1.76457 1.38778e-15
3424 -1.77 7.77156e-16
3425 -1.77542 7.21645e-16
3426 -1.78083 9.4369e-16
3427 -1.78623 1.11022e-15
3428 -1.79162 8.32667e-16
3429 -1.79699 1.16573e-15
3430 -1.80236 9.99201e-16
3431 -1.80771 1.44329e-15
3432 -1.81305 1.22125e-15
3433 -1.81837 1.60982e-15
3434 -1.82369 1.66533e-15
3435 -1.82899 1.4988e-15
3436 -1.83428 1.16573e-15
3437 -1.83956 1.60982e-15
3438 -1.84483 1.33227e-15
3439 -1.85008 1.66533e-15
3440 -1.85532 9.4369e-16
3441 -1.86055 1.27676e-15
3442 -1.86576 1.11022e-15
3443 -1.87096 1.05471e-15
3444 -1.87615 7.77156e-16
3445 -1.88132 9.4369e-16
3446 -1.88648 1.05471e-15
3447 -1.89163 1.38778e-15
3448 -1.89677 1.27676e-15
3449 -1.90189 1.72085e-15
3450 -1.90699 1.38778e-15
3451 -1.91208 1.55431e-15
3452 -1.91716 1.16573e-15
3453 -1.92222 1.38778e-15
3454 -1.92727 1.55431e-15
3455 -1.93231 1.33227e-15
3456 -1.93733 1.38778e-15
3457 -1.94233 1.55431e-15
3458 -1.94733 1.72085e-15
3459 -1.9523 1.72085e-15
3460 -1.95726 1.33227e-15
3461 -1.96221 1.27676e-15
3462 -1.96714 1.33227e-15
3463 -1.97205 1.60982e-15
3464 -1.97695 1.60982e-15
3465 -1.98184 1.55431e-15
3466 -1.98671 1.66533e-15
3467 -1.99156 1.72085e-15
3468 -1.9964 1.22125e-15
3469 -2.00122 1.77636e-15
3470 -2.00602 1.60982e-15
3471 -2.01081 2.10942e-15
3472 -2.01559 1.33227e-15
3473 -2.02034 1.60982e-15
3474 -2.02508 1.60982e-15
3475 -2.02981 1.44329e-15
3476 -2.03451 1.22125e-15
3477 -2.0392 1.77636e-15
3478 -2.04388 1.77636e-15
3479 -2.04853 2.10942e-15
3480 -2.05317 1.66533e-15
3481 -2.05779 2.10942e-15
3482 -2.0624 1.88738e-15
3483 -2.06699 1.88738e-15
3484 -2.07156 1.33227e-15
3485 -2.07611 1.72085e-15
3486 -2.08064 1.22125e-15
3487 -2.08516 1.83187e-15
3488 -2.08966 8.88178e-16
3489 -2.09414 1.22125e-15
3490 -2.0986 1.38778e-15
3491 -2.10305 1.66533e-15
3492 -2.10747 8.32667e-16
3493 -2.11188 1.11022e-15
3494 -2.11627 1.33227e-15
3495 -2.12064 1.83187e-15
3496 -2.12499 1.33227e-15
3497 -2.12932 2.19269e-15
3498 -2.13364 2.02616e-15
3499 -2.13793 2.05391e-15
3500 -2.14221 2.02616e-15
3501 -2.14647 2.2482e-15
3502 -2.1507 2.35922e-15
3503 -2.15492 2.63678e-15
3504 -2.15912 2.05391e-15
3505 -2.1633 2.72005e-15
3506 -2.16746 2.52576e-15
3507 -2.1716 2.47025e-15
3508 -2.17572 2.13718e-15
3509 -2.17982 2.38698e-15
3510 -2.1839 2.63678e-15
3511 -2.18796 2.94209e-15
3512 -2.192 2.72005e-15
3513 -2.19602 3.05311e-15
3514 -2.20001 3.13638e-15
3515 -2.20399 3.30291e-15
3516 -2.20795 2.96985e-15
3517 -2.21189 3.21965e-15
3518 -2.2158 2.94209e-15
3519 -2.2197 3.21965e-15
3520 -2.22357 2.83107e-15
3521 -2.22742 3.21965e-15
3522 -2.23125 2.7478e-15
3523 -2.23507 3.21965e-15
3524 -2.23885 2.52576e-15
3525 -2.24262 2.80331e-15
3526 -2.24637 2.58127e-15
3527 -2.25009 3.44169e-15
3528 -2.25379 2.9976e-15
3529 -2.25747 3.10862e-15
3530 -2.26113 3.19189e-15
3531 -2.26477 3.60822e-15
3532 -2.26838 3.08087e-15
3533 -2.27198 3.41394e-15
3534 -2.27555 3.41394e-15
3535 -2.27909 3.747e-15
3536 -2.28262 3.10862e-15
3537 -2.28612 3.35842e-15
3538 -2.2896 3.2474e-15
3539 -2.29306 3.60822e-15
3540 -2.29649 2.94209e-15
3541 -2.2999 3.33067e-15
3542 -2.30329 3.27516e-15
3543 -2.30666 3.64986e-15
3544 -2.31 3.46945e-15
3545 -2.31332 3.73312e-15
3546 -2.31662 3.78864e-15
3547 -2.31989 4.09395e-15
3548 -2.32314 3.69149e-15
3549 -2.32636 3.78864e-15
3550 -2.32957 3.747e-15
3551 -2.33274 3.66374e-15
3552 -2.3359 3.2474e-15
3553 -2.33903 3.2474e-15
3554 -2.34213 3.13638e-15
3555 -2.34522 3.44169e-15
3556 -2.34827 2.65066e-15
3557 -2.35131 2.95597e-15
3558 -2.35432 2.9976e-15
3559 -2.3573 3.33067e-15
3560 -2.36026 3.3723e-15
3561 -2.3632 3.46945e-15
3562 -2.36611 3.45557e-15
3563 -2.369 3.46945e-15
3564 -2.37186 3.10169e-15
3565 -2.3747 3.61516e-15
3566 -2.37751 3.08781e-15
3567 -2.3803 3.56659e-15
3568 -2.38306 2.72005e-15
3569 -2.3858 3.15026e-15
3570 -2.38851 2.9976e-15
3571 -2.3912 2.93515e-15
3572 -2.39386 2.33147e-15
3573 -2.39649 2.70617e-15
3574 -2.3991 2.56392e-15
3575 -2.40169 2.70617e-15
3576 -2.40425 2.80331e-15
3577 -2.40678 2.86923e-15
3578 -2.40929 2.68535e-15
3579 -2.41177 2.95597e-15
3580 -2.41423 2.43729e-15
3581 -2.41666 2.72178e-15
3582 -2.41906 2.57433e-15
3583 -2.42144 2.68752e-15
3584 -2.42379 1.02019e-15
3585 -2.42611 1.24163e-15
3586 -2.42841 1.0443e-15
3587 -2.43068 1.07032e-15
3588 -2.43293 4.92661e-16
3589 -2.43515 7.70217e-16
3590 -2.43734 6.52256e-16
3591 -2.4395 1.00267e-15
3592 -2.44164 1.00614e-15
3593 -2.44375 1.19002e-15
3594 -2.44584 1.51268e-15
3595 -2.4479 1.73472e-15
3596 -2.44993 1.2837e-15
3597 -2.45193 1.70003e-15
3598 -2.45391 1.4086e-15
3599 -2.45586 1.89432e-15
3600 -2.45778 1.04777e-15
3601 -2.45967 1.49186e-15
3602 -2.46154 1.2837e-15
3603 -2.46338 1.42247e-15
3604 -2.46519 8.88178e-16
3605 -2.46698 1.17961e-15
3606 -2.46874 1.20737e-15
3607 -2.47046 1.72085e-15
3608 -2.47217 1.48492e-15
3609 -2.47384 1.88738e-15
3610 -2.47548 1.60982e-15
3611 -2.4771 1.91513e-15
3612 -2.47869 1.59595e-15
3613 -2.48025 2.02616e-15
3614 -2.48179 1.58207e-15
3615 -2.48329 1.55431e-15
3616 -2.48477 8.88178e-16
3617 -2.48622 1.26288e-15
3618 -2.48764 1.04083e-15
3619 -2.48903 1.08247e-15
3620 -2.49039 3.46945e-16
3621 -2.49173 2.35922e-16
3622 -2.49303 1.66533e-16
3623 -2.49431 7.63278e-16
3624 -2.49556 4.71845e-16
3625 -2.49678 7.21645e-16
3626 -2.49797 4.996e-16
3627 -2.49914 6.66134e-16
3628 -2.50027 2.22045e-16
3629 -2.50137 6.93889e-16
3630 -2.50245 4.996e-16
3631 -2.5035 1.08247e-15
3632 -2.50451 2.22045e-16
3633 -2.5055 1.16573e-15
3634 -2.50646 7.49401e-16
3635 -2.50739 8.04912e-16
3636 -2.50829 1.94289e-16
3637 -2.50917 5.82867e-16
3638 -2.51001 3.88578e-16
3639 -2.51082 8.88178e-16
3640 -2.5116 8.04912e-16
3641 -2.51236 1.11022e-15
3642 -2.51308 9.99201e-16
3643 -2.51378 1.58207e-15
3644 -2.51444 1.11022e-15
3645 -2.51508 1.36002e-15
3646 -2.51568 1.38778e-15
3647 -2.51626 1.41553e-15
3648 -2.51681 1.16573e-15
3649 -2.51732 1.249e-15
3650 -2.51781 9.4369e-16
3651 -2.51827 1.33227e-15
3652 -2.51869 6.38378e-16
3653 -2.51909 9.15934e-16
3654 -2.51946 9.15934e-16
3655 -2.51979 1.52656e-15
3656 -2.5201 1.41553e-15
3657 -2.52038 1.7486e-15
3658 -2.52062 1.44329e-15
3659 -2.52084 1.94289e-15
3660 -2.52102 1.38778e-15
3661 -2.52118 1.7486e-15
3662 -2.5213 1.52656e-15
3663 -2.5214 1.91513e-15
3664 -2.52146 1.58207e-15
3665 -2.5215 1.77636e-15
3666 -2.5215 1.88738e-15
3667 -2.52148 1.80411e-15
3668 -2.52142 1.16573e-15
3669 -2.52133 1.22125e-15
3670 -2.52121 1.22125e-15
3671 -2.52106 1.36002e-15
3672 -2.52088 1.69309e-15
3673 -2.52067 1.83187e-15
3674 -2.52043 1.60982e-15
3675 -2.52016 1.83187e-15
3676 -2.51986 1.4988e-15
3677 -2.51953 1.55431e-15
3678 -2.51916 1.55431e-15
3679 -2.51877 1.88738e-15
3680 -2.51834 1.60982e-15
3681 -2.51789 1.77636e-15
3682 -2.5174 1.44329e-15
3683 -2.51688 1.88738e-15
3684 -2.51633 1.27676e-15
3685 -2.51575 1.66533e-15
3686 -2.51514 1.44329e-15
3687 -2.5145 2.16493e-15
3688 -2.51383 2.33147e-15
3689 -2.51312 2.38698e-15
3690 -2.51239 2.16493e-15
3691 -2.51162 2.22045e-15
3692 -2.51082 1.77636e-15
3693 -2.51 2.16493e-15
3694 -2.50914 1.77636e-15
3695 -2.50825 2.22045e-15
3696 -2.50733 1.60982e-15
3697 -2.50637 2.38698e-15
3698 -2.50539 2.33147e-15
3699 -2.50437 2.66454e-15
3700 -2.50333 1.88738e-15
3701 -2.50225 2.16493e-15
3702 -2.50114 2.05391e-15
3703 -2.5 2.27596e-15
3704 -2.49883 2.44249e-15
3705 -2.49763 2.44249e-15
3706 -2.4964 2.44249e-15
3707 -2.49513 2.38698e-15
3708 -2.49383 2.55351e-15
3709 -2.49251 2.66454e-15
3710 -2.49115 2.22045e-15
3711 -2.48976 2.77556e-15
3712 -2.48834 2.10942e-15
3713 -2.48688 2.16493e-15
3714 -2.4854 1.88738e-15
3715 -2.48388 2.22045e-15
3716 -2.48234 1.94289e-15
3717 -2.48076 2.16493e-15
3718 -2.47915 2.16493e-15
3719 -2.47751 2.27596e-15
3720 -2.47584 2.44249e-15
3721 -2.47413 2.72005e-15
3722 -2.4724 2.66454e-15
3723 -2.47063 2.88658e-15
3724 -2.46883 2.66454e-15
3725 -2.46701 2.88658e-15
3726 -2.46514 2.9976e-15
3727 -2.46325 3.27516e-15
3728 -2.46133 2.83107e-15
3729 -2.45938 3.33067e-15
3730 -2.45739 3.44169e-15
3731 -2.45537 3.33067e-15
3732 -2.45332 2.77556e-15
3733 -2.45124 2.83107e-15
3734 -2.44913 2.77556e-15
3735 -2.44699 3.05311e-15
3736 -2.44482 2.88658e-15
3737 -2.44261 3.21965e-15
3738 -2.44037 2.60902e-15
3739 -2.43811 3.10862e-15
3740 -2.43581 2.60902e-15
3741 -2.43348 2.66454e-15
3742 -2.43111 2.55351e-15
3743 -2.42872 2.9976e-15
3744 -2.4263 2.33147e-15
3745 -2.42384 2.66454e-15
3746 -2.42135 2.55351e-15
3747 -2.41883 2.9976e-15
3748 -2.41629 2.33147e-15
3749 -2.4137 2.44249e-15
3750 -2.41109 2.38698e-15
3751 -2.40845 2.88658e-15
3752 -2.40578 2.9976e-15
3753 -2.40307 2.9976e-15
3754 -2.40033 3.10862e-15
3755 -2.39757 3.33067e-15
3756 -2.39477 2.83107e-15
3757 -2.39194 3.10862e-15
3758 -2.38908 2.94209e-15
3759 -2.38618 2.94209e-15
3760 -2.38326 2.94209e-15
3761 -2.38031 3.16414e-15
3762 -2.37732 2.94209e-15
3763 -2.37431 2.77556e-15
3764 -2.37126 2.498e-15
3765 -2.36818 2.498e-15
3766 -2.36507 2.27596e-15
3767 -2.36193 2.44249e-15
3768 -2.35876 2.55351e-15
3769 -2.35556 2.83107e-15
3770 -2.35233 2.88658e-15
3771 -2.34906 3.05311e-15
3772 -2.34577 2.72005e-15
3773 -2.34244 2.83107e-15
3774 -2.33909 2.94209e-15
3775 -2.3357 3.21965e-15
3776 -2.33229 2.94209e-15
3777 -2.32884 3.05311e-15
3778 -2.32536 2.60902e-15
3779 -2.32185 2.77556e-15
3780 -2.31831 2.77556e-15
3781 -2.31474 2.94209e-15
3782 -2.31114 2.66454e-15
3783 -2.30751 2.9976e-15
3784 -2.30385 3.05311e-15
3785 -2.30016 3.16414e-15
3786 -2.29644 2.94209e-15
3787 -2.29268 2.94209e-15
3788 -2.2889 2.77556e-15
3789 -2.28509 3.05311e-15
3790 -2.28124 2.9976e-15
3791 -2.27737 3.16414e-15
3792 -2.27347 3.16414e-15
3793 -2.26953 3.4972e-15
3794 -2.26557 3.33067e-15
3795 -2.26158 3.66374e-15
3796 -2.25755 3.38618e-15
3797 -2.2535 3.21965e-15
3798 -2.24941 2.88658e-15
3799 -2.2453 3.38618e-15
3800 -2.24116 3.21965e-15
3801 -2.23698 3.33067e-15
3802 -2.23278 3.10862e-15
3803 -2.22855 3.60822e-15
3804 -2.22428 3.60822e-15
3805 -2.21999 3.55271e-15
3806 -2.21567 3.38618e-15
3807 -2.21132 3.4972e-15
3808 -2.20694 3.55271e-15
3809 -2.20253 3.60822e-15
3810 -2.19809 3.16414e-15
3811 -2.19362 3.66374e-15
3812 -2.18912 3.16414e-15
3813 -2.18459 3.27516e-15
3814 -2.18003 2.88658e-15
3815 -2.17545 3.21965e-15
3816 -2.17083 3.27516e-15
3817 -2.16619 3.38618e-15
3818 -2.16151 3.21965e-15
3819 -2.15681 3.16414e-15
3820 -2.15208 2.9976e-15
3821 -2.14732 3.16414e-15
3822 -2.14253 3.21965e-15
3823 -2.13771 3.16414e-15
3824 -2.13286 3.21965e-15
3825 -2.12799 3.4972e-15
3826 -2.12308 3.27516e-15
3827 -2.11815 3.4972e-15
3828 -2.11319 2.94209e-15
3829 -2.1082 2.83107e-15
3830 -2.10318 2.55351e-15
3831 -2.09813 2.88658e-15
3832 -2.09306 3.21965e-15
3833 -2.08795 3.33067e-15
3834 -2.08282 2.94209e-15
3835 -2.07766 2.72005e-15
3836 -2.07247 2.72005e-15
3837 -2.06726 2.72005e-15
3838 -2.06201 2.77556e-15
3839 -2.05674 2.88658e-15
3840 -2.05144 2.27596e-15
3841 -2.04611 2.22045e-15
3842 -2.04076 1.9984e-15
3843 -2.03538 2.22045e-15
3844 -2.02996 1.94289e-15
3845 -2.02453 1.9984e-15
3846 -2.01906 1.9984e-15
3847 -2.01357 2.05391e-15
3848 -2.00805 2.498e-15
3849 -2.0025 2.66454e-15
3850 -1.99693 2.55351e-15
3851 -1.99132 2.77556e-15
3852 -1.9857 2.60902e-15
3853 -1.98004 3.05311e-15
3854 -1.97436 2.498e-15
3855 -1.96865 2.55351e-15
3856 -1.96291 2.60902e-15
3857 -1.95715 2.83107e-15
3858 -1.95136 2.83107e-15
3859 -1.94554 2.94209e-15
3860 -1.9397 2.27596e-15
3861 -1.93383 2.44249e-15
3862 -1.92793 2.10942e-15
3863 -1.92201 2.16493e-15
3864 -1.91606 2.498e-15
3865 -1.91008 2.72005e-15
3866 -1.90408 2.27596e-15
3867 -1.89806 2.72005e-15
3868 -1.892 2.27596e-15
3869 -1.88592 2.44249e-15
3870 -1.87982 2.16493e-15
3871 -1.87369 2.33147e-15
3872 -1.86753 2.27596e-15
3873 -1.86135 2.60902e-15
3874 -1.85514 2.10942e-15
3875 -1.84891 2.22045e-15
3876 -1.84265 1.94289e-15
3877 -1.83637 1.72085e-15
3878 -1.83006 1.60982e-15
3879 -1.82373 1.77636e-15
3880 -1.81737 1.88738e-15
3881 -1.81099 2.38698e-15
3882 -1.80458 1.9984e-15
3883 -1.79814 1.9984e-15
3884 -1.79169 1.77636e-15
3885 -1.7852 2.05391e-15
3886 -1.7787 1.72085e-15
3887 -1.77216 2.05391e-15
3888 -1.76561 2.16493e-15
3889 -1.75903 2.55351e-15
3890 -1.75242 2.22045e-15
3891 -1.74579 2.38698e-15
3892 -1.73914 1.9984e-15
3893 -1.73246 2.05391e-15
3894 -1.72576 1.83187e-15
3895 -1.71904 1.83187e-15
3896 -1.71229 2.22045e-15
3897 -1.70552 2.16493e-15
3898 -1.69872 2.16493e-15
3899 -1.6919 2.22045e-15
3900 -1.68506 2.498e-15
3901 -1.6782 2.27596e-15
3902 -1.67131 2.33147e-15
3903 -1.6644 2.60902e-15
3904 -1.65746 2.72005e-15
3905 -1.6505 2.88658e-15
3906 -1.64352 2.498e-15
3907 -1.63652 2.66454e-15
3908 -1.62949 2.33147e-15
3909 -1.62244 2.2482e-15
3910 -1.61537 2.30371e-15
3911 -1.60828 2.30371e-15
3912 -1.60116 2.63678e-15
3913 -1.59403 2.72005e-15
3914 -1.58687 2.60902e-15
3915 -1.57968 2.60902e-15
3916 -1.57248 2.02616e-15
3917 -1.56525 2.22045e-15
3918 -1.55801 2.16493e-15
3919 -1.55074 2.16493e-15
3920 -1.54345 2.63678e-15
3921 -1.53614 2.66454e-15
3922 -1.5288 2.35922e-15
3923 -1.52145 2.30371e-15
3924 -1.51407 1.80411e-15
3925 -1.50668 1.60982e-15
3926 -1.49926 1.30451e-15
3927 -1.49182 1.05471e-15
3928 -1.48436 1.44329e-15
3929 -1.47688 1.60982e-15
3930 -1.46938 1.41553e-15
3931 -1.46186 1.55431e-15
3932 -1.45432 1.30451e-15
3933 -1.44676 1.60982e-15
3934 -1.43917 1.41553e-15
3935 -1.43157 1.60982e-15
3936 -1.42395 1.72085e-15
3937 -1.41631 1.69309e-15
3938 -1.40865 1.22125e-15
3939 -1.40097 1.27676e-15
3940 -1.39327 1.249e-15
3941 -1.38555 1.249e-15
3942 -1.37781 1.05471e-15
3943 -1.37005 1.13798e-15
3944 -1.36227 1.22125e-15
3945 -1.35448 1.33227e-15
3946 -1.34666 1.11022e-15
3947 -1.33883 1.02696e-15
3948 -1.33097 8.88178e-16
3949 -1.3231 1.08247e-15
3950 -1.31521 9.4369e-16
3951 -1.3073 9.15934e-16
3952 -1.29938 1.16573e-15
3953 -1.29143 1.55431e-15
3954 -1.28347 1.22125e-15
3955 -1.27549 1.38778e-15
3956 -1.26749 1.19349e-15
3957 -1.25947 1.13798e-15
3958 -1.25144 8.32667e-16
3959 -1.24339 6.38378e-16
3960 -1.23532 1.05471e-15
3961 -1.22723 7.49401e-16
3962 -1.21913 6.10623e-16
3963 -1.21101 5.27356e-16
3964 -1.20287 8.88178e-16
3965 -1.19472 6.66134e-16
3966 -1.18655 7.49401e-16
3967 -1.17836 9.99201e-16
3968 -1.17016 1.11022e-16
3969 -1.16194 3.60822e-16
3970 -1.1537 -1.66533e-16
3971 -1.14545 0
3972 -1.13718 5.55112e-17
3973 -1.12889 -2.77556e-17
3974 -1.12059 8.32667e-17
3975 -1.11228 -6.93889e-17
3976 -1.10395 2.77556e-16
3977 -1.0956 6.52256e-16
3978 -1.08724 4.57967e-16
3979 -1.07886 3.33067e-16
3980 -1.07047 4.30211e-16
3981 -1.06206 3.747e-16
3982 -1.05363 1.66533e-16
3983 -1.0452 5.13478e-16
3984 -1.03674 8.60423e-16
3985 -1.02828 1.16573e-15
3986 -1.0198 9.57567e-16
3987 -1.0113 9.15934e-16
3988 -1.00279 9.02056e-16
3989 -0.994266 4.85723e-16
3990 -0.985728 3.33067e-16
3991 -0.977176 6.93889e-17
3992 -0.968611 4.02456e-16
3993 -0.960032 4.85723e-16
3994 -0.951439 2.35922e-16
3995 -0.942833 5.41234e-16
3996 -0.934214 5.13478e-16
3997 -0.925582 6.52256e-16
3998 -0.916937 5.82867e-16
3999 -0.908279 7.07767e-16
4000 -0.899608 1.23512e-15
4001 -0.890924 1.40166e-15
4002 -0.882228 1.16573e-15
4003 -0.87352 1.13798e-15
4004 -0.864799 1.08247e-15
4005 -0.856066 8.88178e-16
4006 -0.847321 4.30211e-16
4007 -0.838564 5.96745e-16
4008 -0.829796 9.71445e-16
4009 -0.821015 7.07767e-16
4010 -0.812223 8.46545e-16
4011 -0.80342 7.07767e-16
4012 -0.794606 9.4369e-16
4013 -0.78578 8.04912e-16
4014 -0.776943 7.97973e-16
4015 -0.768096 5.41234e-16
4016 -0.759237 1.16573e-15
4017 -0.750368 1.1588e-15
4018 -0.741488 9.64506e-16
4019 -0.732598 1.08941e-15
4020 -0.723698 1.06165e-15
4021 -0.714787 7.63278e-16
4022 -0.705867 8.11851e-16
4023 -0.696936 3.40006e-16
4024 -0.687996 6.45317e-16
4025 -0.679046 4.92661e-16
4026 -0.670087 4.3715e-16
4027 -0.661118 4.3715e-16
4028 -0.652139 7.63278e-16
4029 -0.643152 4.996e-16
4030 -0.634156 7.56339e-16
4031 -0.62515 1.00614e-15
4032 -0.616136 9.64506e-16
4033 -0.607113 1.04777e-15
4034 -0.598082 6.45317e-16
4035 -0.589042 7.49401e-16
4036 -0.579994 7.00828e-16
4037 -0.570938 9.15934e-16
4038 -0.561874 9.22873e-16
4039 -0.552802 5.79398e-16
4040 -0.543722 1.2039e-15
4041 -0.534635 1.1241e-15
4042 -0.52554 1.03043e-15
4043 -0.516438 5.96745e-16
4044 -0.507328 7.11237e-16
4045 -0.498212 4.54498e-16
4046 -0.489088 4.05925e-16
4047 -0.479958 3.71231e-16
4048 -0.470821 1.27676e-15
4049 -0.461677 1.41553e-15
4050 -0.452527 1.20737e-15
4051 -0.44337 1.17267e-15
4052 -0.434207 1.22125e-15
4053 -0.425038 9.15934e-16
4054 -0.415863 6.62664e-16
4055 -0.406683 2.5327e-16
4056 -0.397496 5.63785e-16
4057 -0.388305 7.1991e-16
4058 -0.379107 5.48173e-16
4059 -0.369905 6.05418e-16
4060 -0.360697 6.67869e-16
4061 -0.351484 6.14092e-16
4062 -0.342266 5.68989e-16
4063 -0.333044 7.61544e-16
4064 -0.323817 1.25074e-15
4065 -0.314585 1.28023e-15
4066 -0.305349 1.14492e-15
4067 -0.296109 8.86444e-16
4068 -0.286864 9.41955e-16
4069 -0.277616 6.9042e-16
4070 -0.268364 7.45931e-16
4071 -0.259108 5.28223e-16
4072 -0.249848 7.25114e-16
4073 -0.240585 5.61183e-16
4074 -0.231319 5.88071e-16
4075 -0.22205 3.09648e-16
4076 -0.212777 4.65773e-16
4077 -0.203502 3.12684e-16
4078 -0.194223 4.64906e-16
4079 -0.184942 4.01155e-16
4080 -0.175659 9.60169e-16
4081 -0.166373 8.55219e-16
4082 -0.157085 8.76903e-16
4083 -0.147794 7.92985e-16
4084 -0.138502 9.88576e-16
4085 -0.129208 7.38342e-16
4086 -0.119912 5.41017e-16
4087 -0.110614 4.47884e-16
4088 -0.101315 7.05165e-16
4089 -0.0920151 5.73651e-16
4090 -0.0827135 5.08166e-16
4091 -0.0734109 3.35832e-16
4092 -0.0641073 7.09014e-16
4093 -0.0548029 6.49329e-16
4094 -0.0454978 6.32537e-16
4095 -0.0361921 7.99213e-16

